flow	key	kind	english	czech_current	czech_native
05 · Install / PWA	pwa.hintSafariRequired	string	On iPhone / iPad you must use Safari (not Chrome or Instagram’s browser).	Na iPhonu / iPadu použijte Safari (ne Chrome ani prohlížeč Instagramu).	
05 · Install / PWA	pwa.hintStepLabel()	fn	{{1}} / undefined	{{1}} / undefined	
05 · Install / PWA	pwa.hintToastTitle	string	Add Evorios to your Home Screen	Přidejte Evorios na plochu	
05 · Install / PWA	pwa.hintUnderstood	string	Understood	Rozumím	
05 · Install / PWA	pwa.hintUnderstoodNote	string	You can keep using the web app either way — Home Screen just makes it feel like a real app.	Webovou aplikaci můžete používat i tak — ikona na ploše ji jen víc přiblíží běžné aplikaci.	
05 · Install / PWA	pwa.homeScreenAfter	string	 (so it stands out among icons).	 (ať vynikne mezi ikonami).	
05 · Install / PWA	pwa.homeScreenBefore	string	Home Screen label: 	Název na ploše: 	
05 · Install / PWA	pwa.installShort()	fn	Install {{1}}	Nainstalovat {{1}}	
05 · Install / PWA	pwa.installUpdateBody	string	The app will restart once to load the latest version with new fixes and improvements.	Aplikace se jednou restartuje a načte nejnovější verzi s opravami a vylepšeními.	
05 · Install / PWA	pwa.installUpdateTitle	string	Install update?	Nainstalovat aktualizaci?	
05 · Install / PWA	pwa.iosNotSafari.after	string	 first.	.	
05 · Install / PWA	pwa.iosNotSafari.before	string	Not in Safari? Use 	Nejste v Safari? Nejdřív použijte 	
05 · Install / PWA	pwa.iosNotSafari.openInSafari	string	Open in Safari	Otevřít v Safari	
05 · Install / PWA	pwa.iosShareSteps.add	string	Add	Přidat	
05 · Install / PWA	pwa.iosShareSteps.addToHome	string	Add to Home Screen	Přidat na plochu	
05 · Install / PWA	pwa.iosShareSteps.beforeViewMore	string	Safari (bottom center): square with arrow → 	Safari (uprostřed dole): čtverec se šipkou → 	
05 · Install / PWA	pwa.iosShareSteps.keepName	string	. Keep the name 	. Ponechte název 	
05 · Install / PWA	pwa.iosShareSteps.mid	string	 → 	 → 	
05 · Install / PWA	pwa.iosShareSteps.orEdit	string	 (or edit it) → 	 (nebo upravte) → 	
05 · Install / PWA	pwa.iosShareSteps.viewMore	string	View More	Zobrazit více	
05 · Install / PWA	pwa.notNow	string	Not now	Teď ne	
05 · Install / PWA	pwa.platformAria	string	Platform	Platforma	
05 · Install / PWA	pwa.remindInDays()	fn	Remind in {{1}} days	Připomenout za {{1}} dní	
05 · Install / PWA	pwa.tagline()	fn	{{1}} — your neighborhood marketplace	{{1}} — váš sousedský trh	
05 · Install / PWA	pwa.tapToUpdate	string	Tap to update →	Klepnutím aktualizovat →	
05 · Install / PWA	pwa.tipHide	string	Hide	Skrýt	
05 · Install / PWA	pwa.tipInstallAfter	string	 on the Home Screen.	 na plochu.	
05 · Install / PWA	pwa.tipInstallBefore()	fn	Install {{1}} — your neighborhood marketplace — as 	Nainstalujte {{1}} — váš sousedský trh — jako 	
05 · Install / PWA	pwa.tipShow	string	Show	Zobrazit	
05 · Install / PWA	pwa.updateNow	string	Update now	Aktualizovat teď	
05 · Install / PWA	pwa.updateReadyBody	string	A new version is available. Tap to install and restart.	Je k dispozici nová verze. Klepněte pro instalaci a restart.	
05 · Install / PWA	pwa.updateReadyTitle	string	App update ready	Aktualizace připravena	
05 · Install / PWA	pwa.updating	string	Updating…	Aktualizuji…	
05 · Install / PWA	pwa.versionUpdatedBody()	fn	You’re on the latest {{1}}. Have a great day!	Máte nejnovější {{1}}. Hezký den!	
05 · Install / PWA	pwa.versionUpdatedTitle	string	Version updated	Verze aktualizována	
06 · Set your block	whereAreYouManual.browseNear()	fn	Browse rentals near {{1}} →	Procházet půjčky poblíž {{1}} →	
06 · Set your block	whereAreYouManual.continueCta	string	Continue →	Pokračovat →	
06 · Set your block	whereAreYouManual.defaultHint	string	Enter your postal code or city — we show rentals near you. Street address is optional.	Zadejte PSČ nebo město — ukážeme půjčky poblíž. Ulice je volitelná.	
06 · Set your block	whereAreYouManual.locating	string	Finding your location…	Hledám vaši polohu…	
06 · Set your block	whereAreYouManual.pickHint	string	Pick a postal code or city above, or tap Skip to browse first.	Vyberte PSČ nebo město výše, nebo klepněte na Přeskočit a nejdřív prohlížejte.	
06 · Set your block	whereAreYouManual.placeholder	string	Postal code or city	PSČ nebo město	
06 · Set your block	whereAreYouManual.title	string	Your area	Vaše oblast	
06 · Set your block	whereAreYouManual.useMyLocation	string	Use my current location	Použít aktuální polohu	
07 · Home / browse	home.allCategories	string	All categories	Všechny kategorie	
07 · Home / browse	home.backToBrowseAria	string	Back	Zpět	
07 · Home / browse	home.bookingsAria	string	Bookings	Rezervace	
07 · Home / browse	home.cantFind	string	Can't find what you need?	Nemůžete najít, co potřebujete?	
07 · Home / browse	home.cantFindBody	string	Post a request, sign in if asked, then share it like a listing.	Pošlete žádost, případně se přihlaste, a pak ji sdílejte jako nabídku.	
07 · Home / browse	home.categoryTitle	string	Category	Kategorie	
07 · Home / browse	home.changeBlockAria	string	Change block cluster	Změnit cluster bloku	
07 · Home / browse	home.clearFilters	string	Clear filters	Vymazat filtry	
07 · Home / browse	home.closeFiltersAria	string	Close filters	Zavřít filtry	
07 · Home / browse	home.closerMiles()	fn	Closer · {{1}}	Blíž · {{1}}	
07 · Home / browse	home.distanceHint	string	Closer block first — widen if the shelf is thin.	Nejdřív bližší blok — rozšiřte, pokud je police řídká.	
07 · Home / browse	home.distanceTitle	string	Distance	Vzdálenost	
07 · Home / browse	home.done	string	Show garages	Zobrazit garáže	
07 · Home / browse	home.emptyBlockBody	string	Be first to stock a garage, or post a request for what you need and share it.	Buďte první, kdo naplní garáž, nebo pošlete žádost o to, co potřebujete, a sdílejte ji.	
07 · Home / browse	home.emptyBlockTitle	string	No garages on this block yet	Na tomto bloku zatím žádné garáže	
07 · Home / browse	home.emptyFilteredBody()	fn	Nobody listed {{1}} nearby yet. Post a request and share it — neighbors can respond.	Nikdo zatím nevystavil {{1}} poblíž. Pošlete žádost a sdílejte ji — sousedé můžou reagovat.	
07 · Home / browse	home.emptyFilteredTitle	string	No matching garages	Žádné odpovídající garáže	
07 · Home / browse	home.fartherMiles()	fn	Farther · {{1}}	Dál · {{1}}	
07 · Home / browse	home.filters	string	Filters	Filtry	
07 · Home / browse	home.filtersAria	string	Price and distance filters	Filtry ceny a vzdálenosti	
07 · Home / browse	home.filtersTitle	string	Filters	Filtry	
07 · Home / browse	home.garagesNearYou	string	Garages near you	Garáže poblíž	
07 · Home / browse	home.loadingGarages	string	Loading garages…	Načítám garáže…	
07 · Home / browse	home.miles()	fn	{{1}} mi	{{1}} mi	
07 · Home / browse	home.modeAny	string	All	Vše	
07 · Home / browse	home.modeBuy	string	Buy	Koupit	
07 · Home / browse	home.modeRent	string	Rent	Půjčit	
07 · Home / browse	home.newGarageBadge	string	New	Nové	
07 · Home / browse	home.newGaragesHint	string	Opened in the last 2 weeks — say hi while they're fresh.	Otevřeno za poslední 2 týdny — pozdravte, dokud jsou čerstvé.	
07 · Home / browse	home.newGaragesTitle	string	New on your block	Nové ve vašem okolí	
07 · Home / browse	home.notificationsAria	string	Notifications	Oznámení	
07 · Home / browse	home.notificationsUpdateAria	string	Notifications — update available	Oznámení — je k dispozici aktualizace	
07 · Home / browse	home.postRequest	string	Post a request →	Poslat žádost →	
07 · Home / browse	home.postRequestShare	string	Post a request & share →	Poslat žádost a sdílet →	
07 · Home / browse	home.price25to75	string	$25–$75	$25–$75	
07 · Home / browse	home.price75plus	string	$75+	$75+	
07 · Home / browse	home.priceAny	string	Any price	Jakákoli cena	
07 · Home / browse	home.priceTitle	string	Price	Cena	
07 · Home / browse	home.priceUnder25	string	Under $25	Do $25	
07 · Home / browse	home.proGarageBadge	string	Pro	Pro	
07 · Home / browse	home.setBlock	string	Set your block	Nastavte svůj blok	
07 · Home / browse	home.setBlockAria	string	Set your block	Nastavit váš blok	
07 · Home / browse	home.stockGarage	string	Stock your garage →	Naplnit garáž →	
07 · Home / browse	home.withinMiles()	fn	within {{1}} mi	do {{1}} mi	
07 · Home / browse	home.yardSalesEntry	string	Yard & garage sales	Garážové výprodeje	
07 · Home / browse	home.yardSalesEntryAria	string	Open yard and garage sales	Otevřít garážové výprodeje	
07 · Home / browse	home.yardSalesEntryHint	string	Snap sales and auctions on your block	Výprodeje a aukce na vašem bloku	
08 · Listing detail	item.about	string	About this item	O této položce	
08 · Listing detail	item.addFavoriteAria	string	Add to favorites	Přidat do oblíbených	
08 · Listing detail	item.askOwner	string	Ask owner	Zeptat se majitele	
08 · Listing detail	item.availability	string	Availability	Dostupnost	
08 · Listing detail	item.bidInGarage	string	Bid in garage	Přihodit v garáži	
08 · Listing detail	item.blockedDates	string	Blocked dates	Blokovaná data	
08 · Listing detail	item.bookNow	string	Book Now	Rezervovat teď	
08 · Listing detail	item.bookWithRate()	fn	Book · ${{1}}/day	Rezervovat · ${{1}}/den	
08 · Listing detail	item.buyWithPrice()	fn	Buy · {{1}}	Koupit · {{1}}	
08 · Listing detail	item.checkAvailability	string	Check availability	Zkontrolovat dostupnost	
08 · Listing detail	item.closeAvailabilityAria	string	Close availability	Zavřít dostupnost	
08 · Listing detail	item.deliveryAvailable	string	Round-trip delivery available	Dostupné doručení tam i zpět	
08 · Listing detail	item.depositProtection	string	Deposit protection	Ochrana zálohy	
08 · Listing detail	item.depositProtectionOnRentals()	fn	{{1}} on rentals	{{1}} u půjček	
08 · Listing detail	item.freeArrangePickup	string	Free — arrange pickup	Zdarma — domluvte vyzvednutí	
08 · Listing detail	item.garageHost	string	Garage host	Hostitel garáže	
08 · Listing detail	item.giftHint	string	List as Sell with price $0 to give it away	Vystavte jako Prodej s cenou $0 a darujte	
08 · Listing detail	item.goBack	string	Go back	Zpět	
08 · Listing detail	item.heavyItem	string	Heavy item	Těžká položka	
08 · Listing detail	item.inAppSupport()	fn	In-app support via {{1}}	Podpora v aplikaci přes {{1}}	
08 · Listing detail	item.instructions	string	Instructions	Pokyny	
08 · Listing detail	item.listingFallback	string	Listing	Nabídka	
08 · Listing detail	item.loading	string	Loading item…	Načítám položku…	
08 · Listing detail	item.messageGiftHint	string	Message the owner to arrange a free pickup, or Share the listing link.	Napište majiteli a domluvte vyzvednutí zdarma, nebo sdílejte odkaz na nabídku.	
08 · Listing detail	item.messageRentHint	string	In-app chat with the owner opens once your booking is confirmed.	Chat v aplikaci s majitelem se otevře po potvrzení rezervace.	
08 · Listing detail	item.messageSellerAria	string	Message seller	Napsat prodejci	
08 · Listing detail	item.messageSellerTitle	string	Message the seller	Napsat prodejci	
08 · Listing detail	item.messageSellHint	string	Open Message for an in-app chat with the seller (they get a push if enabled).	Otevřete Zprávu pro chat v aplikaci s prodejcem (dostane push, pokud má zapnuto).	
08 · Listing detail	item.messagingOpensWithBooking	string	Messaging opens with a booking	Zprávy se otevřou s rezervací	
08 · Listing detail	item.newOnTheBlock	string	New on the block	Novinka na bloku	
08 · Listing detail	item.noBlockedDates	string	No blocked dates listed.	Žádná blokovaná data.	
08 · Listing detail	item.notAvailable	string	Not available right now	Momentálně nedostupné	
08 · Listing detail	item.notFound	string	Item not found	Položka nenalezena	
08 · Listing detail	item.paused	string	This listing is paused	Tato nabídka je pozastavena	
08 · Listing detail	item.pausedAvailabilityBanner	string	This listing is paused — the owner is not accepting new bookings right now.	Tato nabídka je pozastavena — majitel teď nepřijímá nové rezervace.	
08 · Listing detail	item.pausedShort	string	Paused — not available right now.	Pozastaveno — momentálně nedostupné.	
08 · Listing detail	item.perDay	string	per day	za den	
08 · Listing detail	item.photoByOwner	string	Photo by owner	Fotka od majitele	
08 · Listing detail	item.pickupWindowsHint	string	Pickup windows below. Confirm exact dates when you book.	Okna vyzvednutí níže. Přesná data potvrďte při rezervaci.	
08 · Listing detail	item.qrCheckIn	string	QR check-in at pickup	QR check-in při vyzvednutí	
08 · Listing detail	item.questionsBeforeBook	string	Contact the owner with any questions before booking.	Kontaktujte majitele s otázkami před rezervací.	
08 · Listing detail	item.questionsBeforeBuy	string	Questions? Tap Message to contact the seller before you buy.	Otázky? Klepněte na Zpráva a kontaktujte prodejce před nákupem.	
08 · Listing detail	item.removedBody	string	This listing may have been removed or is no longer available in your area.	Tato nabídka mohla být odstraněna nebo už není dostupná ve vaší oblasti.	
08 · Listing detail	item.removeFavoriteAria	string	Remove from favorites	Odebrat z oblíbených	
08 · Listing detail	item.rentalIncludes	string	Rental includes	Půjčka zahrnuje	
08 · Listing detail	item.sellerMissing	string	Seller profile is missing — try again later.	Profil prodejce chybí — zkuste to později.	
08 · Listing detail	item.share	string	Share	Sdílet	
08 · Listing detail	item.shareListing	string	Share this listing	Sdílet tuto nabídku	
08 · Listing detail	item.signInToMessage	string	Sign in to message the seller.	Přihlaste se, abyste mohli napsat prodejci.	
08 · Listing detail	item.sold	string	Sold	Prodáno	
08 · Listing detail	item.soldBanner	string	This item has been sold.	Tato položka byla prodána.	
08 · Listing detail	item.startBookingAria	string	Start booking to contact host	Začít rezervaci a kontaktovat hostitele	
08 · Listing detail	item.uniqueQrBody	string	Scan to check in, track rental status, and verify the item at pickup.	Naskenujte pro check-in, sledování stavu půjčky a ověření položky při vyzvednutí.	
08 · Listing detail	item.uniqueQrTitle	string	Unique QR Code	Unikátní QR kód	
08 · Listing detail	item.verifiedHost()	fn	Verified host on {{1}}	Ověřený hostitel na {{1}}	
08 · Listing detail	item.view	string	View	Zobrazit	
